Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1003,O-79522,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3350,2021-02-15,42470,Ret,Delhi,19,2021-11-06,-1132.0,Delhi,Bangalore,Mumbai,Ahmedabad,0,,3880.0,2024-06-15
M-1013,O-79107,Montelukast,Prevents asthma & seasonal allergies.,B-4341,2023-05-13,47130,Dis,Chennai,24,2024-08-03,-131.0,Jaipur,Chennai,Pune,Kolkata,27126,Understock,,2024-02-13
M-1014,O-94729,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9840,2020-08-10,7656,RMS,Mumbai,1585,2022-12-17,,Chennai,Hyderabad,Pune,Mumbai,0,,,2022-04-24
M-1014,O-42212,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4584,2020-05-06,4410,Man,Kolkata,22,2022-04-27,-960.0,Mumbai,Delhi,Kolkata,Jaipur,0,,,2023-05-14
M-1003,O-63071,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5201,2020-02-24,33970,RMS,Mumbai,1753,2022-10-19,,Mumbai,Lucknow,Kolkata,Mumbai,0,,,2020-09-03
M-1003,O-97721,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2485,2020-08-30,39800,Man,Lucknow,30,2022-10-16,-788.0,Delhi,Lucknow,Lucknow,Bangalore,0,,,2023-07-24
M-1002,O-98975,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8116,2022-11-03,53770,Man,Ahmedabad,2,2025-04-12,121.0,Bangalore,Delhi,Ahmedabad,Ahmedabad,0,,,2024-01-23
M-1000,O-90782,Paracetamol,Relieves fever & mild to moderate pain.,B-6739,2023-09-20,20610,RMS,Pune,449,2025-11-02,,Chennai,Lucknow,Hyderabad,Pune,0,,,2024-09-03
M-1005,O-49358,Metformin,Controls blood sugar in type 2 diabetes.,B-8548,2020-09-05,71760,Dis,Jaipur,12,2023-02-28,-653.0,Kolkata,Jaipur,Kolkata,Delhi,6909,Understock,,2024-05-09
M-1008,O-38384,Dolo 650,Brand of paracetamol for pain & fever.,B-1745,2020-03-11,85450,Man,Jaipur,20,2021-06-17,-1274.0,Lucknow,Hyderabad,Jaipur,Delhi,0,,,2021-01-25
M-1005,O-78088,Metformin,Controls blood sugar in type 2 diabetes.,B-4367,2020-03-17,17974,Ret,Ahmedabad,26,2021-09-24,-1175.0,Ahmedabad,Pune,Chennai,Bangalore,0,,8770.0,2023-04-18
M-1009,O-60298,Cefixime,Antibiotic for respiratory and UTI infections.,B-5461,2021-05-07,69460,Dis,Delhi,26,2024-02-04,-312.0,Mumbai,Delhi,Pune,Delhi,38876,Optimal,,2022-02-22
M-1008,O-72139,Dolo 650,Brand of paracetamol for pain & fever.,B-9219,2020-11-08,62210,Dis,Kolkata,12,2023-04-06,-616.0,Lucknow,Kolkata,Jaipur,Ahmedabad,33122,Understock,,2022-05-13
M-1014,O-17779,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-8305,2024-03-13,68910,RMS,Pune,274,2026-06-13,,Mumbai,Ahmedabad,Delhi,Pune,0,,,2024-06-25
M-1003,O-20908,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6238,2021-03-21,71720,Ret,Delhi,29,2022-11-12,-761.0,Delhi,Bangalore,Hyderabad,Hyderabad,0,,4570.0,2024-09-10
M-1014,O-97984,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3975,2021-08-01,42812,Man,Hyderabad,26,2023-11-07,-401.0,Delhi,Mumbai,Hyderabad,Pune,0,,,2023-05-17
M-1002,O-42634,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1451,2022-10-08,28010,Man,Kolkata,11,2025-07-31,231.0,Mumbai,Chennai,Kolkata,Kolkata,0,,,2023-09-22
M-1009,O-84155,Cefixime,Antibiotic for respiratory and UTI infections.,B-2720,2020-01-29,94240,Dis,Ahmedabad,8,2021-11-16,-1122.0,Jaipur,Ahmedabad,Bangalore,Hyderabad,6115,Optimal,,2024-12-02
M-1009,O-41359,Cefixime,Antibiotic for respiratory and UTI infections.,B-6673,2024-09-30,89510,Dis,Delhi,15,2025-11-15,338.0,Chennai,Delhi,Ahmedabad,Delhi,39520,Optimal,,2024-11-19
M-1004,O-12950,Azithromycin,Antibiotic for bacterial infections.,B-8613,2024-03-04,82650,Dis,Bangalore,2,2024-09-09,-94.0,Mumbai,Bangalore,Mumbai,Chennai,20693,Optimal,,2024-11-16
M-1002,O-81771,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5916,2024-02-03,61900,Dis,Pune,7,2025-03-08,86.0,Hyderabad,Pune,Lucknow,Lucknow,27159,Understock,,2024-12-10
M-1011,O-49491,Pantoprazole,Treats stomach & esophagus problems.,B-8678,2023-11-30,63200,Ret,Bangalore,7,2026-08-04,600.0,Bangalore,Mumbai,Mumbai,Kolkata,0,,1120.0,2024-03-07
M-1001,O-64183,Amoxicillin,Antibiotic for bacterial infections.,B-4043,2024-09-07,97080,RMS,Hyderabad,96,2026-08-30,,Chennai,Hyderabad,Delhi,Hyderabad,0,,,2024-11-26
M-1007,O-29527,Cetirizine,Antihistamine for allergy symptoms.,B-4744,2024-10-29,24850,RMS,Chennai,44,2027-10-27,,Chennai,Hyderabad,Hyderabad,Chennai,0,,,2024-11-30
M-1013,O-24035,Montelukast,Prevents asthma & seasonal allergies.,B-7883,2020-07-03,37890,RMS,Kolkata,1623,2021-12-11,,Delhi,Jaipur,Ahmedabad,Kolkata,0,,,2024-11-02
M-1011,O-83529,Pantoprazole,Treats stomach & esophagus problems.,B-9745,2021-07-10,97160,Ret,Lucknow,28,2022-07-19,-877.0,Lucknow,Ahmedabad,Delhi,Kolkata,0,,5750.0,2024-03-20
M-1004,O-62918,Azithromycin,Antibiotic for bacterial infections.,B-1411,2024-04-06,5920,Dis,Delhi,19,2025-12-08,361.0,Delhi,Delhi,Kolkata,Delhi,3548,Understock,,2024-05-14
M-1012,O-31240,Levofloxacin,Antibiotic for bacterial infections.,B-5081,2021-12-24,32550,RMS,Bangalore,1084,2023-12-01,,Bangalore,Hyderabad,Bangalore,Bangalore,0,,,2022-02-10
M-1006,O-98438,Omeprazole,Treats GERD and other stomach issues.,B-7458,2020-05-21,116124,RMS,Ahmedabad,1666,2021-12-02,,Ahmedabad,Mumbai,Ahmedabad,Ahmedabad,0,,,2021-08-08
M-1004,O-78837,Azithromycin,Antibiotic for bacterial infections.,B-4200,2021-07-13,61110,Man,Hyderabad,24,2022-11-30,-743.0,Mumbai,Chennai,Hyderabad,Pune,0,,,2023-07-27
M-1006,O-47088,Omeprazole,Treats GERD and other stomach issues.,B-4037,2020-07-25,61290,Dis,Mumbai,23,2022-09-16,-818.0,Hyderabad,Mumbai,Lucknow,Jaipur,11631,Understock,,2021-10-30
M-1010,O-12531,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5842,2021-02-10,36340,Dis,Jaipur,14,2022-11-10,-763.0,Pune,Jaipur,Kolkata,Ahmedabad,21876,Understock,,2021-12-06
M-1007,O-27318,Cetirizine,Antihistamine for allergy symptoms.,B-2226,2023-08-10,71680,RMS,Pune,490,2026-07-11,,Delhi,Chennai,Lucknow,Pune,0,,,2024-08-05
M-1011,O-65911,Pantoprazole,Treats stomach & esophagus problems.,B-3911,2021-10-22,30170,Ret,Hyderabad,17,2024-07-11,-154.0,Hyderabad,Chennai,Hyderabad,Bangalore,0,,2530.0,2022-05-11
M-1011,O-74803,Pantoprazole,Treats stomach & esophagus problems.,B-4014,2022-10-23,66090,Man,Mumbai,21,2024-10-26,-47.0,Jaipur,Delhi,Mumbai,Delhi,0,,,2024-03-19
M-1010,O-35059,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5549,2021-01-20,34220,Dis,Hyderabad,2,2021-07-19,-1242.0,Jaipur,Hyderabad,Kolkata,Mumbai,36170,Understock,,2022-10-06
M-1001,O-49757,Amoxicillin,Antibiotic for bacterial infections.,B-2688,2020-04-23,31910,Man,Kolkata,20,2021-01-14,-1428.0,Bangalore,Delhi,Kolkata,Bangalore,0,,,2021-06-14
M-1009,O-50333,Cefixime,Antibiotic for respiratory and UTI infections.,B-4102,2023-06-20,60468,Ret,Bangalore,8,2025-10-14,306.0,Bangalore,Delhi,Jaipur,Hyderabad,0,,9890.0,2024-05-02
M-1008,O-14616,Dolo 650,Brand of paracetamol for pain & fever.,B-1058,2022-08-08,3270,Man,Hyderabad,27,2024-11-12,-30.0,Mumbai,Kolkata,Hyderabad,Pune,0,,,2023-04-24
M-1008,O-31049,Dolo 650,Brand of paracetamol for pain & fever.,B-3558,2024-08-20,64750,Man,Chennai,5,2027-04-21,860.0,Ahmedabad,Hyderabad,Chennai,Pune,0,,,2024-09-08
M-1013,O-17214,Montelukast,Prevents asthma & seasonal allergies.,B-7877,2020-06-17,37670,RMS,Bangalore,1639,2022-05-27,,Bangalore,Mumbai,Pune,Bangalore,0,,,2024-01-03
M-1010,O-76972,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6929,2023-12-16,9550,Man,Jaipur,10,2024-08-20,-114.0,Hyderabad,Bangalore,Jaipur,Kolkata,0,,,2024-05-12
M-1000,O-84477,Paracetamol,Relieves fever & mild to moderate pain.,B-9485,2022-04-09,3130,Dis,Hyderabad,20,2024-08-12,-122.0,Pune,Hyderabad,Kolkata,Mumbai,49481,Understock,,2023-03-09
M-1005,O-61489,Metformin,Controls blood sugar in type 2 diabetes.,B-1680,2024-07-04,49600,Dis,Mumbai,6,2026-12-09,727.0,Chennai,Mumbai,Delhi,Bangalore,24011,Understock,,2024-09-20
M-1014,O-46349,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7373,2024-06-17,62880,RMS,Delhi,178,2025-10-06,,Ahmedabad,Delhi,Ahmedabad,Delhi,0,,,2024-08-23
M-1008,O-99972,Dolo 650,Brand of paracetamol for pain & fever.,B-9616,2020-11-17,73730,Dis,Jaipur,4,2023-10-03,-436.0,Ahmedabad,Jaipur,Delhi,Pune,12189,Understock,,2023-02-15
M-1000,O-41673,Paracetamol,Relieves fever & mild to moderate pain.,B-6383,2022-05-01,60910,Ret,Ahmedabad,1,2024-01-13,-334.0,Ahmedabad,Kolkata,Hyderabad,Pune,0,,5010.0,2022-06-12
M-1013,O-18788,Montelukast,Prevents asthma & seasonal allergies.,B-4345,2023-07-16,65710,Ret,Kolkata,26,2025-01-20,39.0,Kolkata,Ahmedabad,Kolkata,Pune,0,,3110.0,2023-10-05
M-1013,O-35322,Montelukast,Prevents asthma & seasonal allergies.,B-8365,2023-08-17,55010,Man,Lucknow,8,2024-06-24,-171.0,Bangalore,Delhi,Lucknow,Mumbai,0,,,2024-02-15
M-1011,O-26252,Pantoprazole,Treats stomach & esophagus problems.,B-1821,2020-03-14,3700,Dis,Bangalore,11,2023-01-06,-706.0,Jaipur,Bangalore,Mumbai,Delhi,40911,Understock,,2024-11-13
M-1000,O-62380,Paracetamol,Relieves fever & mild to moderate pain.,B-2361,2021-02-01,87900,Man,Pune,29,2021-08-25,-1205.0,Chennai,Chennai,Pune,Bangalore,0,,,2022-03-20
M-1006,O-32307,Omeprazole,Treats GERD and other stomach issues.,B-7636,2020-08-19,29570,Man,Bangalore,16,2023-03-14,-639.0,Mumbai,Kolkata,Bangalore,Hyderabad,0,,,2024-09-04
M-1000,O-86204,Paracetamol,Relieves fever & mild to moderate pain.,B-2226,2021-04-06,32350,Ret,Bangalore,22,2023-08-25,-475.0,Bangalore,Hyderabad,Hyderabad,Pune,0,,4960.0,2024-05-20
M-1013,O-75599,Montelukast,Prevents asthma & seasonal allergies.,B-9117,2024-04-14,15972,Ret,Hyderabad,16,2027-03-31,839.0,Hyderabad,Lucknow,Pune,Pune,0,,5620.0,2024-09-20
M-1007,O-53715,Cetirizine,Antihistamine for allergy symptoms.,B-5881,2020-04-03,11470,RMS,Chennai,1714,2020-12-14,,Mumbai,Pune,Chennai,Chennai,0,,,2020-05-20
M-1010,O-61132,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9039,2024-10-03,112680,Man,Delhi,4,2026-09-28,655.0,Delhi,Jaipur,Delhi,Lucknow,0,,,2024-10-29
M-1005,O-41574,Metformin,Controls blood sugar in type 2 diabetes.,B-2101,2022-05-23,10200,RMS,Ahmedabad,934,2024-10-02,,Jaipur,Delhi,Jaipur,Ahmedabad,0,,,2023-07-20
M-1010,O-29462,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7391,2024-07-29,81640,Dis,Lucknow,22,2025-11-05,328.0,Delhi,Lucknow,Chennai,Bangalore,16182,Understock,,2024-09-27
M-1000,O-90844,Paracetamol,Relieves fever & mild to moderate pain.,B-7976,2021-10-04,96850,RMS,Bangalore,1165,2023-01-22,,Hyderabad,Kolkata,Lucknow,Bangalore,0,,,2021-11-24
M-1005,O-93667,Metformin,Controls blood sugar in type 2 diabetes.,B-7921,2023-01-22,42680,RMS,Bangalore,690,2025-01-01,,Delhi,Jaipur,Lucknow,Bangalore,0,,,2023-06-27
M-1009,O-46454,Cefixime,Antibiotic for respiratory and UTI infections.,B-7916,2023-10-25,35300,RMS,Ahmedabad,414,2025-11-14,,Bangalore,Lucknow,Bangalore,Ahmedabad,0,,,2024-09-20
M-1002,O-18323,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9957,2022-08-27,74280,Ret,Hyderabad,6,2025-06-20,190.0,Hyderabad,Jaipur,Pune,Chennai,0,,1020.0,2023-08-06
M-1006,O-53805,Omeprazole,Treats GERD and other stomach issues.,B-7897,2021-08-22,17880,Ret,Lucknow,20,2024-08-09,-125.0,Lucknow,Ahmedabad,Hyderabad,Lucknow,0,,5440.0,2023-09-11
M-1003,O-24018,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2861,2022-11-03,81930,RMS,Lucknow,770,2024-06-12,,Lucknow,Ahmedabad,Jaipur,Lucknow,0,,,2024-06-30
M-1008,O-51598,Dolo 650,Brand of paracetamol for pain & fever.,B-9151,2021-08-28,35470,Man,Ahmedabad,8,2024-08-22,-112.0,Kolkata,Lucknow,Ahmedabad,Pune,0,,,2023-05-06
M-1013,O-56677,Montelukast,Prevents asthma & seasonal allergies.,B-7898,2023-12-31,61460,RMS,Kolkata,347,2025-06-27,,Mumbai,Kolkata,Delhi,Kolkata,0,,,2024-04-27
M-1000,O-90215,Paracetamol,Relieves fever & mild to moderate pain.,B-9772,2021-11-10,17380,Man,Hyderabad,14,2024-06-09,-186.0,Bangalore,Lucknow,Hyderabad,Pune,0,,,2023-01-10
M-1010,O-83943,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-1969,2024-11-23,34580,RMS,Chennai,19,2027-04-08,,Bangalore,Jaipur,Chennai,Chennai,0,,,2024-12-05
M-1013,O-55189,Montelukast,Prevents asthma & seasonal allergies.,B-2996,2023-08-24,52590,Dis,Delhi,2,2025-05-03,142.0,Pune,Delhi,Chennai,Lucknow,34585,Understock,,2024-09-22
M-1001,O-73158,Amoxicillin,Antibiotic for bacterial infections.,B-5771,2020-11-24,2840,Dis,Ahmedabad,15,2022-01-16,-1061.0,Chennai,Ahmedabad,Pune,Ahmedabad,2823,Understock,,2021-05-05
M-1008,O-29673,Dolo 650,Brand of paracetamol for pain & fever.,B-9044,2023-06-30,52740,RMS,Bangalore,531,2025-11-07,,Kolkata,Delhi,Kolkata,Bangalore,0,,,2024-03-29
M-1006,O-56687,Omeprazole,Treats GERD and other stomach issues.,B-9618,2022-03-25,95870,Man,Mumbai,20,2022-12-08,-735.0,Delhi,Ahmedabad,Mumbai,Kolkata,0,,,2023-09-13
M-1001,O-20527,Amoxicillin,Antibiotic for bacterial infections.,B-3395,2024-02-26,10480,RMS,Mumbai,290,2025-05-15,,Kolkata,Mumbai,Ahmedabad,Mumbai,0,,,2024-07-31
M-1002,O-30127,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8149,2022-05-19,95210,Man,Mumbai,20,2023-02-15,-666.0,Ahmedabad,Pune,Mumbai,Chennai,0,,,2024-03-31
M-1014,O-78913,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5849,2022-05-07,58010,RMS,Pune,950,2023-03-20,,Delhi,Hyderabad,Lucknow,Pune,0,,,2023-10-06
M-1001,O-13724,Amoxicillin,Antibiotic for bacterial infections.,B-6136,2024-08-01,72730,Ret,Ahmedabad,19,2027-03-05,813.0,Ahmedabad,Bangalore,Pune,Lucknow,0,,1500.0,2024-11-26
M-1003,O-74802,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3956,2021-05-19,47260,Man,Ahmedabad,28,2022-05-28,-929.0,Delhi,Chennai,Ahmedabad,Hyderabad,0,,,2022-07-11
M-1008,O-18756,Dolo 650,Brand of paracetamol for pain & fever.,B-7215,2024-08-26,11410,Ret,Lucknow,1,2026-05-30,534.0,Lucknow,Jaipur,Mumbai,Chennai,0,,4770.0,2024-11-19
M-1002,O-11362,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3457,2024-11-19,60480,RMS,Bangalore,23,2026-02-02,,Mumbai,Jaipur,Ahmedabad,Bangalore,0,,,2024-11-27
M-1014,O-76224,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4472,2022-08-27,53724,Dis,Mumbai,11,2025-08-13,244.0,Bangalore,Mumbai,Pune,Mumbai,38626,Understock,,2024-01-01
M-1003,O-91916,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9509,2021-01-28,52490,RMS,Kolkata,1414,2023-08-12,,Delhi,Kolkata,Lucknow,Kolkata,0,,,2023-10-14
M-1001,O-80054,Amoxicillin,Antibiotic for bacterial infections.,B-7315,2021-06-04,115453,Dis,Hyderabad,27,2022-08-16,-849.0,Kolkata,Hyderabad,Chennai,Chennai,41105,Optimal,,2021-11-26
M-1002,O-56663,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3824,2021-02-02,75060,Man,Bangalore,4,2023-10-05,-434.0,Pune,Hyderabad,Bangalore,Delhi,0,,,2024-07-05
M-1014,O-25019,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2528,2020-02-10,87690,Ret,Bangalore,12,2021-07-24,-1237.0,Bangalore,Kolkata,Delhi,Mumbai,0,,1980.0,2021-11-01
M-1009,O-27453,Cefixime,Antibiotic for respiratory and UTI infections.,B-2883,2022-07-11,49190,Ret,Bangalore,11,2024-06-18,-177.0,Bangalore,Lucknow,Lucknow,Chennai,0,,2720.0,2023-02-13
M-1008,O-89336,Dolo 650,Brand of paracetamol for pain & fever.,B-7443,2022-09-10,87040,Man,Jaipur,11,2024-06-28,-167.0,Kolkata,Kolkata,Jaipur,Kolkata,0,,,2024-03-12
M-1008,O-70068,Dolo 650,Brand of paracetamol for pain & fever.,B-7777,2020-08-28,81570,Dis,Ahmedabad,28,2021-09-16,-1183.0,Delhi,Ahmedabad,Hyderabad,Pune,19630,Optimal,,2023-03-06
M-1003,O-56209,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3163,2022-01-27,1830,RMS,Mumbai,1050,2024-05-23,,Kolkata,Lucknow,Mumbai,Mumbai,0,,,2023-11-07
M-1001,O-44650,Amoxicillin,Antibiotic for bacterial infections.,B-9374,2024-08-09,36570,Man,Lucknow,3,2025-07-23,223.0,Ahmedabad,Ahmedabad,Lucknow,Kolkata,0,,,2024-10-21
M-1000,O-15628,Paracetamol,Relieves fever & mild to moderate pain.,B-1226,2023-08-10,52830,Man,Chennai,2,2024-03-12,-275.0,Lucknow,Mumbai,Chennai,Mumbai,0,,,2024-01-24
M-1009,O-41804,Cefixime,Antibiotic for respiratory and UTI infections.,B-4357,2024-06-15,112980,Man,Jaipur,7,2027-05-23,892.0,Bangalore,Delhi,Jaipur,Ahmedabad,0,,,2024-11-16
M-1004,O-77763,Azithromycin,Antibiotic for bacterial infections.,B-9842,2021-06-02,17220,Ret,Ahmedabad,23,2022-12-18,-725.0,Ahmedabad,Mumbai,Mumbai,Hyderabad,0,,2220.0,2022-07-28
M-1001,O-77936,Amoxicillin,Antibiotic for bacterial infections.,B-2613,2022-03-11,2470,Dis,Ahmedabad,7,2023-03-31,-622.0,Jaipur,Ahmedabad,Mumbai,Kolkata,8953,Understock,,2022-08-28
M-1013,O-22020,Montelukast,Prevents asthma & seasonal allergies.,B-9119,2022-12-18,17410,Dis,Jaipur,17,2025-08-22,253.0,Ahmedabad,Jaipur,Hyderabad,Lucknow,11267,Understock,,2024-12-10
M-1012,O-56579,Levofloxacin,Antibiotic for bacterial infections.,B-1120,2021-11-04,16170,RMS,Chennai,1134,2023-07-29,,Pune,Pune,Lucknow,Chennai,0,,,2022-06-27
M-1003,O-46487,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8497,2021-01-01,38860,Dis,Hyderabad,2,2023-07-05,-526.0,Mumbai,Hyderabad,Pune,Pune,37819,Understock,,2021-04-26
M-1013,O-95452,Montelukast,Prevents asthma & seasonal allergies.,B-1160,2024-10-02,40690,RMS,Chennai,71,2026-06-29,,Jaipur,Lucknow,Chennai,Chennai,0,,,2024-10-16
M-1006,O-51813,Omeprazole,Treats GERD and other stomach issues.,B-9874,2022-03-19,86740,Dis,Lucknow,15,2022-10-25,-779.0,Mumbai,Lucknow,Hyderabad,Ahmedabad,28667,Optimal,,2024-09-25
M-1001,O-42036,Amoxicillin,Antibiotic for bacterial infections.,B-4740,2023-04-17,59130,Dis,Bangalore,18,2025-03-25,103.0,Kolkata,Bangalore,Kolkata,Pune,41551,Optimal,,2023-07-24
M-1000,O-55979,Paracetamol,Relieves fever & mild to moderate pain.,B-1540,2022-09-06,91800,RMS,Pune,828,2023-11-29,,Delhi,Ahmedabad,Kolkata,Pune,0,,,2024-01-28
M-1008,O-44593,Dolo 650,Brand of paracetamol for pain & fever.,B-4604,2021-06-25,54120,Man,Mumbai,4,2022-05-02,-955.0,Chennai,Delhi,Mumbai,Ahmedabad,0,,,2024-11-10
M-1014,O-54676,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4441,2021-10-24,98100,RMS,Ahmedabad,1145,2022-12-22,,Ahmedabad,Ahmedabad,Mumbai,Ahmedabad,0,,,2022-03-13
M-1011,O-58204,Pantoprazole,Treats stomach & esophagus problems.,B-9247,2020-06-26,87520,Ret,Jaipur,17,2023-04-20,-602.0,Jaipur,Ahmedabad,Hyderabad,Bangalore,0,,3820.0,2024-04-28
M-1014,O-24983,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9693,2024-10-19,6640,Ret,Ahmedabad,7,2025-09-15,277.0,Ahmedabad,Pune,Hyderabad,Chennai,0,,2300.0,2024-12-05
M-1000,O-89466,Paracetamol,Relieves fever & mild to moderate pain.,B-9686,2020-12-23,189960,Dis,Bangalore,14,2021-06-25,-1266.0,Pune,Bangalore,Bangalore,Bangalore,48715,Optimal,,2023-05-08
M-1011,O-10070,Pantoprazole,Treats stomach & esophagus problems.,B-5469,2024-10-30,1340,Dis,Hyderabad,21,2027-08-26,987.0,Mumbai,Hyderabad,Kolkata,Kolkata,29129,Understock,,2024-11-21
M-1009,O-48416,Cefixime,Antibiotic for respiratory and UTI infections.,B-3187,2023-08-08,87670,Ret,Delhi,27,2024-02-14,-302.0,Delhi,Pune,Jaipur,Ahmedabad,0,,1600.0,2024-06-02
M-1003,O-35281,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2364,2021-06-20,43134,RMS,Pune,1271,2024-06-19,,Bangalore,Chennai,Chennai,Pune,0,,,2024-05-09
M-1010,O-87216,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7445,2021-01-30,92900,Dis,Delhi,4,2023-03-22,-631.0,Kolkata,Delhi,Chennai,Pune,26049,Optimal,,2024-07-21
M-1001,O-52965,Amoxicillin,Antibiotic for bacterial infections.,B-1993,2023-03-10,59420,Dis,Delhi,24,2025-03-03,81.0,Jaipur,Delhi,Pune,Jaipur,37012,Understock,,2023-11-20
M-1014,O-97405,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5109,2024-08-31,9108,Ret,Lucknow,1,2026-05-31,535.0,Lucknow,Delhi,Hyderabad,Lucknow,0,,2110.0,2024-11-29
M-1011,O-45516,Pantoprazole,Treats stomach & esophagus problems.,B-5255,2024-05-09,98800,RMS,Ahmedabad,217,2026-09-19,,Mumbai,Jaipur,Lucknow,Ahmedabad,0,,,2024-06-17
M-1007,O-81510,Cetirizine,Antihistamine for allergy symptoms.,B-4953,2023-06-10,91260,Dis,Kolkata,22,2024-10-04,-69.0,Kolkata,Kolkata,Ahmedabad,Ahmedabad,47464,Optimal,,2023-12-05
M-1001,O-25845,Amoxicillin,Antibiotic for bacterial infections.,B-1544,2021-09-17,23740,RMS,Pune,1182,2024-07-28,,Hyderabad,Delhi,Ahmedabad,Pune,0,,,2022-02-15
M-1000,O-15882,Paracetamol,Relieves fever & mild to moderate pain.,B-8646,2024-09-26,95540,Dis,Chennai,8,2027-07-29,959.0,Jaipur,Chennai,Delhi,Mumbai,3769,Understock,,2024-09-27
M-1006,O-64060,Omeprazole,Treats GERD and other stomach issues.,B-9936,2020-06-29,63200,Ret,Lucknow,10,2021-01-15,-1427.0,Lucknow,Hyderabad,Delhi,Mumbai,0,,9160.0,2024-01-15
M-1009,O-57868,Cefixime,Antibiotic for respiratory and UTI infections.,B-8991,2023-08-09,84700,Man,Bangalore,19,2024-06-05,-190.0,Hyderabad,Pune,Bangalore,Lucknow,0,,,2024-01-17
M-1014,O-37792,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2872,2020-01-29,20620,Man,Mumbai,29,2022-03-28,-990.0,Ahmedabad,Hyderabad,Mumbai,Delhi,0,,,2022-08-19
M-1012,O-82444,Levofloxacin,Antibiotic for bacterial infections.,B-1274,2022-05-13,12670,Dis,Lucknow,24,2023-09-29,-440.0,Pune,Lucknow,Jaipur,Lucknow,46502,Understock,,2023-01-12
M-1010,O-73560,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7230,2020-02-25,18480,Dis,Delhi,22,2022-12-08,-735.0,Delhi,Delhi,Lucknow,Kolkata,35119,Understock,,2021-03-16
M-1014,O-26844,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9900,2023-06-22,2540,Dis,Lucknow,11,2024-05-30,-196.0,Pune,Lucknow,Delhi,Pune,36485,Understock,,2024-01-07
M-1012,O-17706,Levofloxacin,Antibiotic for bacterial infections.,B-2280,2020-12-23,86295,Dis,Hyderabad,7,2021-08-24,-1206.0,Hyderabad,Hyderabad,Hyderabad,Jaipur,22741,Optimal,,2023-10-29
M-1003,O-45585,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8442,2020-04-24,74920,RMS,Pune,1693,2020-11-29,,Delhi,Hyderabad,Bangalore,Pune,0,,,2023-02-27
M-1003,O-64067,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1491,2024-04-12,5300,Man,Lucknow,1,2026-03-05,448.0,Jaipur,Lucknow,Lucknow,Lucknow,0,,,2024-08-21
M-1002,O-24530,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9886,2024-04-28,87800,Ret,Mumbai,22,2025-11-16,339.0,Mumbai,Mumbai,Jaipur,Kolkata,0,,9120.0,2024-06-11
M-1014,O-97931,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5279,2024-03-06,98550,RMS,Lucknow,281,2025-02-09,,Delhi,Kolkata,Chennai,Lucknow,0,,,2024-08-03
